canton,week,variable,value
22,2026-02-10,farms_free_count,991
13,2026-02-10,farms_blocked_proportion,4
7,2026-02-10,farms_total_count,120
CHE,2026-02-10,farms_blocked_count,796
26,2026-02-10,farms_blocked_proportion,4
3,2026-02-10,farms_free_count,1980
19,2026-02-10,farms_blocked_count,35
LIE,2026-02-10,farms_free_count,60
24,2026-02-10,farms_blocked_proportion,5
3,2026-02-10,farms_blocked_proportion,2
16,2026-02-10,farms_total_count,140
16,2026-02-10,farms_free_count,125
4,2026-02-10,farms_blocked_count,15
14,2026-02-10,farms_free_count,161
5,2026-02-10,farms_blocked_proportion,11
10,2026-02-10,farms_blocked_count,54
25,2026-02-10,farms_total_count,124
12,2026-02-10,farms_blocked_proportion,0
22,2026-02-10,farms_total_count,1027
23,2026-02-10,farms_total_count,1165
6,2026-02-10,farms_free_count,161
25,2026-02-10,farms_free_count,120
CHE,2026-02-10,farms_total_count,17811
CHE,2026-02-10,farms_blocked_proportion,4
20,2026-02-10,farms_total_count,596
14,2026-02-10,farms_blocked_count,5
5,2026-02-10,farms_total_count,479
9,2026-02-10,farms_free_count,247
6,2026-02-10,farms_blocked_count,9
12,2026-02-10,farms_total_count,19
6,2026-02-10,farms_total_count,170
4,2026-02-10,farms_total_count,240
9,2026-02-10,farms_blocked_count,2
15,2026-02-10,farms_total_count,309
7,2026-02-10,farms_free_proportion,93
18,2026-02-10,farms_blocked_count,26
21,2026-02-10,farms_free_proportion,92
14,2026-02-17,farms_free_count,162
8,2026-02-17,farms_total_count,87
1,2026-02-17,farms_blocked_proportion,4
4,2026-02-17,farms_blocked_count,15
1,2026-02-17,farms_free_count,813
22,2026-02-17,farms_free_count,992
11,2026-02-17,farms_blocked_proportion,4
2,2026-02-17,farms_blocked_count,196
24,2026-02-17,farms_total_count,193
19,2026-02-17,farms_total_count,1010
26,2026-02-17,farms_total_count,502
20,2026-02-17,farms_free_count,571
6,2026-02-17,farms_total_count,170
20,2026-02-17,farms_blocked_count,26
16,2026-02-17,farms_blocked_proportion,11
24,2026-02-17,farms_free_count,184
4,2026-02-17,farms_blocked_proportion,6
1,2026-02-17,farms_total_count,848
10,2026-02-17,farms_free_count,1042
18,2026-02-17,farms_free_count,760
11,2026-02-17,farms_total_count,486
1,2026-02-17,farms_blocked_count,35
16,2026-02-17,farms_blocked_count,15
18,2026-02-17,farms_total_count,784
18,2026-02-17,farms_blocked_proportion,3
6,2026-02-17,farms_blocked_count,9
20,2026-02-17,farms_blocked_proportion,4
5,2026-02-17,farms_free_proportion,89
8,2026-02-17,farms_blocked_proportion,2
7,2026-02-17,farms_free_proportion,93
16,2026-02-17,farms_free_proportion,89
LIE,2026-02-17,farms_free_proportion,100
26,2026-02-17,farms_free_count,484
21,2026-02-17,farms_blocked_count,35
20,2026-02-17,farms_total_count,597
5,2026-02-17,farms_blocked_proportion,11
21,2026-02-17,farms_free_count,399
18,2026-02-17,farms_blocked_count,24
12,2026-02-17,farms_blocked_proportion,0
20,2026-02-17,farms_free_proportion,96
13,2026-02-17,farms_free_proportion,96
3,2026-02-17,farms_free_proportion,98
10,2026-02-17,farms_blocked_count,56
19,2026-02-17,farms_blocked_proportion,4
4,2026-02-17,farms_total_count,240
14,2026-02-17,farms_free_proportion,98
21,2026-02-17,farms_free_proportion,92
17,2026-02-17,farms_total_count,1179
3,2026-02-17,farms_blocked_proportion,2
8,2026-02-17,farms_free_count,85
3,2026-02-17,farms_free_count,1985
22,2026-02-17,farms_free_proportion,96
12,2026-02-17,farms_blocked_count,0
10,2026-02-17,farms_blocked_proportion,5
7,2026-02-17,farms_free_count,113
2,2026-02-17,farms_blocked_proportion,5
6,2026-02-17,farms_free_proportion,95
19,2026-02-17,farms_free_count,974
CHE,2026-02-17,farms_blocked_count,788
LIE,2026-02-17,farms_total_count,60
7,2026-02-17,farms_blocked_count,8
4,2026-02-17,farms_free_count,225
7,2026-02-17,farms_blocked_proportion,7
5,2026-02-17,farms_blocked_count,51
17,2026-02-17,farms_blocked_count,105
8,2026-02-17,farms_free_proportion,98
19,2026-02-17,farms_free_proportion,96
CHE,2026-02-17,farms_free_count,17034
12,2026-02-17,farms_free_proportion,100
25,2026-02-17,farms_free_proportion,97
24,2026-02-17,farms_free_proportion,95
3,2026-02-17,farms_blocked_count,42
24,2026-02-17,farms_blocked_proportion,5
16,2026-02-17,farms_total_count,140
17,2026-02-17,farms_free_count,1074
9,2026-02-17,farms_total_count,249
3,2026-02-17,farms_total_count,2027
2,2026-02-17,farms_free_proportion,95
7,2026-02-17,farms_total_count,121
26,2026-02-17,farms_blocked_proportion,4
13,2026-02-17,farms_blocked_proportion,4
LIE,2026-02-17,farms_free_count,60
8,2026-02-17,farms_blocked_count,2
9,2026-02-17,farms_blocked_count,2
CHE,2026-02-17,farms_total_count,17822
15,2026-02-17,farms_blocked_proportion,6
14,2026-02-17,farms_blocked_count,4
26,2026-02-17,farms_blocked_count,18
13,2026-02-17,farms_blocked_count,13
25,2026-02-17,farms_blocked_proportion,3
5,2026-02-17,farms_free_count,429
5,2026-02-17,farms_total_count,480
15,2026-02-17,farms_free_count,292
10,2026-02-17,farms_total_count,1098
14,2026-02-17,farms_blocked_proportion,2
13,2026-02-17,farms_free_count,333
9,2026-02-17,farms_free_count,247
24,2026-02-17,farms_blocked_count,9
25,2026-02-17,farms_blocked_count,4
11,2026-02-17,farms_blocked_count,20
4,2026-02-17,farms_free_proportion,94
15,2026-02-17,farms_blocked_count,17
17,2026-02-17,farms_blocked_proportion,9
15,2026-02-17,farms_total_count,309
11,2026-02-17,farms_free_count,466
LIE,2026-02-17,farms_blocked_count,0
11,2026-02-17,farms_free_proportion,96
21,2026-02-17,farms_total_count,434
9,2026-02-17,farms_free_proportion,99
17,2026-02-17,farms_free_proportion,91
23,2026-02-17,farms_free_count,1156
2,2026-02-17,farms_total_count,4019
13,2026-02-17,farms_total_count,346
23,2026-02-17,farms_total_count,1166
CHE,2026-02-17,farms_blocked_proportion,4
12,2026-02-17,farms_total_count,19
LIE,2026-02-17,farms_blocked_proportion,0
1,2026-02-17,farms_free_proportion,96
6,2026-02-17,farms_free_count,161
23,2026-02-17,farms_blocked_proportion,1
22,2026-02-17,farms_blocked_proportion,4
18,2026-02-17,farms_free_proportion,97
22,2026-02-17,farms_total_count,1028
CHE,2026-02-17,farms_free_proportion,96
25,2026-02-17,farms_total_count,124
25,2026-02-17,farms_free_count,120
10,2026-02-17,farms_free_proportion,95
6,2026-02-17,farms_blocked_proportion,5
16,2026-02-17,farms_free_count,125
15,2026-02-17,farms_free_proportion,94
21,2026-02-17,farms_blocked_proportion,8
12,2026-02-17,farms_free_count,19
2,2026-02-17,farms_free_count,3823
23,2026-02-17,farms_blocked_count,10
14,2026-02-17,farms_total_count,166
19,2026-02-17,farms_blocked_count,36
22,2026-02-17,farms_blocked_count,36
23,2026-02-17,farms_free_proportion,99
9,2026-02-17,farms_blocked_proportion,1
26,2026-02-17,farms_free_proportion,96
3,2026-02-24,farms_free_proportion,98
5,2026-02-24,farms_free_count,432
15,2026-02-24,farms_blocked_proportion,6
6,2026-02-24,farms_free_count,161
26,2026-02-24,farms_free_count,484
25,2026-02-24,farms_free_count,120
25,2026-02-24,farms_total_count,124
10,2026-02-24,farms_blocked_count,54
20,2026-02-24,farms_blocked_proportion,4
15,2026-02-24,farms_total_count,309
21,2026-02-24,farms_free_count,398
17,2026-02-24,farms_free_count,1077
1,2026-02-24,farms_blocked_count,33
4,2026-02-24,farms_free_proportion,95
14,2026-02-24,farms_free_proportion,97
9,2026-02-24,farms_free_proportion,99
16,2026-02-24,farms_blocked_proportion,11
24,2026-02-24,farms_free_count,185
14,2026-02-24,farms_total_count,166
17,2026-02-24,farms_blocked_proportion,9
LIE,2026-02-24,farms_blocked_proportion,0
21,2026-02-24,farms_total_count,434
11,2026-02-24,farms_blocked_proportion,4
CHE,2026-02-24,farms_free_proportion,96
23,2026-02-24,farms_free_count,1157
14,2026-02-24,farms_free_count,161
18,2026-02-24,farms_total_count,784
1,2026-02-24,farms_free_count,816
23,2026-02-24,farms_blocked_proportion,1
19,2026-02-24,farms_blocked_count,36
25,2026-02-24,farms_blocked_proportion,3
2,2026-02-24,farms_blocked_count,190
7,2026-02-24,farms_total_count,121
5,2026-02-24,farms_free_proportion,90
21,2026-02-24,farms_blocked_count,36
CHE,2026-02-24,farms_blocked_count,772
13,2026-02-24,farms_free_count,333
18,2026-02-24,farms_free_proportion,97
5,2026-02-24,farms_blocked_count,49
3,2026-02-24,farms_blocked_proportion,2
7,2026-02-24,farms_blocked_count,8
14,2026-02-24,farms_blocked_count,5
13,2026-02-24,farms_blocked_count,13
12,2026-02-24,farms_free_count,19
12,2026-02-24,farms_free_proportion,100
3,2026-02-24,farms_blocked_count,43
8,2026-02-24,farms_free_count,85
7,2026-02-24,farms_free_count,113
CHE,2026-02-24,farms_total_count,17832
6,2026-02-24,farms_free_proportion,95
18,2026-02-24,farms_blocked_proportion,3
26,2026-02-24,farms_blocked_proportion,4
8,2026-02-24,farms_blocked_count,2
13,2026-02-24,farms_blocked_proportion,4
16,2026-02-24,farms_free_count,125
11,2026-02-24,farms_free_proportion,96
17,2026-02-24,farms_free_proportion,91
21,2026-02-24,farms_blocked_proportion,8
9,2026-02-24,farms_blocked_proportion,1
26,2026-02-24,farms_free_proportion,96
22,2026-02-24,farms_blocked_count,36
2,2026-02-24,farms_free_proportion,95
10,2026-02-24,farms_free_proportion,95
13,2026-02-24,farms_total_count,346
12,2026-02-24,farms_total_count,19
22,2026-02-24,farms_blocked_proportion,4
22,2026-02-24,farms_total_count,1028
CHE,2026-02-24,farms_free_count,17060
15,2026-02-24,farms_free_proportion,94
CHE,2026-02-24,farms_blocked_proportion,4
19,2026-02-24,farms_total_count,1012
20,2026-02-24,farms_free_count,572
24,2026-02-24,farms_total_count,193
23,2026-02-24,farms_blocked_count,11
9,2026-02-24,farms_total_count,249
16,2026-02-24,farms_total_count,140
25,2026-02-24,farms_free_proportion,97
2,2026-02-24,farms_free_count,3831
23,2026-02-24,farms_total_count,1168
23,2026-02-24,farms_free_proportion,99
6,2026-02-24,farms_blocked_proportion,5
15,2026-02-24,farms_blocked_count,17
3,2026-02-24,farms_total_count,2027
24,2026-02-24,farms_blocked_count,8
9,2026-02-24,farms_free_count,247
11,2026-02-24,farms_free_count,467
LIE,2026-02-24,farms_blocked_count,0
9,2026-02-24,farms_blocked_count,2
25,2026-02-24,farms_blocked_count,4
10,2026-02-24,farms_total_count,1098
15,2026-02-24,farms_free_count,292
5,2026-02-24,farms_total_count,481
14,2026-02-24,farms_blocked_proportion,3
11,2026-02-24,farms_blocked_count,19
10,2026-02-24,farms_free_count,1044
LIE,2026-02-24,farms_free_count,60
24,2026-02-24,farms_free_proportion,96
2,2026-02-24,farms_total_count,4021
24,2026-02-24,farms_blocked_proportion,4
26,2026-02-24,farms_blocked_count,18
20,2026-02-24,farms_blocked_count,26
11,2026-02-24,farms_total_count,486
19,2026-02-24,farms_free_proportion,96
1,2026-02-24,farms_total_count,849
8,2026-02-24,farms_blocked_proportion,2
3,2026-02-24,farms_free_count,1984
19,2026-02-24,farms_free_count,976
8,2026-02-24,farms_free_proportion,98
10,2026-02-24,farms_blocked_proportion,5
LIE,2026-02-24,farms_total_count,60
1,2026-02-24,farms_free_proportion,96
12,2026-02-24,farms_blocked_count,0
20,2026-02-24,farms_total_count,598
4,2026-02-24,farms_blocked_proportion,5
16,2026-02-24,farms_free_proportion,89
4,2026-02-24,farms_free_count,229
12,2026-02-24,farms_blocked_proportion,0
21,2026-02-24,farms_free_proportion,92
4,2026-02-24,farms_total_count,240
19,2026-02-24,farms_blocked_proportion,4
7,2026-02-24,farms_blocked_proportion,7
22,2026-02-24,farms_free_proportion,96
5,2026-02-24,farms_blocked_proportion,10
18,2026-02-24,farms_free_count,760
8,2026-02-24,farms_total_count,87
4,2026-02-24,farms_blocked_count,11
22,2026-02-24,farms_free_count,992
13,2026-02-24,farms_free_proportion,96
20,2026-02-24,farms_free_proportion,96
16,2026-02-24,farms_blocked_count,15
17,2026-02-24,farms_total_count,1180
18,2026-02-24,farms_blocked_count,24
2,2026-02-24,farms_blocked_proportion,5
26,2026-02-24,farms_total_count,502
7,2026-02-24,farms_free_proportion,93
17,2026-02-24,farms_blocked_count,103
LIE,2026-02-24,farms_free_proportion,100
1,2026-02-24,farms_blocked_proportion,4
6,2026-02-24,farms_blocked_count,9
6,2026-02-24,farms_total_count,170
25,2026-03-03,farms_blocked_proportion,3
5,2026-03-03,farms_blocked_proportion,10
5,2026-03-03,farms_free_count,435
24,2026-03-03,farms_free_count,185
24,2026-03-03,farms_blocked_count,9
15,2026-03-03,farms_blocked_count,18
25,2026-03-03,farms_total_count,124
9,2026-03-03,farms_blocked_count,2
16,2026-03-03,farms_free_proportion,89
LIE,2026-03-03,farms_blocked_proportion,0
14,2026-03-03,farms_blocked_count,5
20,2026-03-03,farms_blocked_proportion,5
5,2026-03-03,farms_free_proportion,90
18,2026-03-03,farms_free_count,762
8,2026-03-03,farms_total_count,87
15,2026-03-03,farms_free_proportion,94
23,2026-03-03,farms_free_count,1157
2,2026-03-03,farms_blocked_proportion,4
23,2026-03-03,farms_blocked_count,11
2,2026-03-03,farms_blocked_count,181
10,2026-03-03,farms_blocked_proportion,5
20,2026-03-03,farms_free_count,571
12,2026-03-03,farms_free_count,19
13,2026-03-03,farms_blocked_proportion,4
2,2026-03-03,farms_free_count,3843
2,2026-03-03,farms_free_proportion,96
CHE,2026-03-03,farms_total_count,17846
10,2026-03-03,farms_total_count,1098
1,2026-03-03,farms_free_proportion,96
LIE,2026-03-03,farms_free_count,60
9,2026-03-03,farms_free_proportion,99
12,2026-03-03,farms_blocked_proportion,0
11,2026-03-03,farms_free_proportion,96
13,2026-03-03,farms_free_proportion,96
26,2026-03-03,farms_blocked_count,18
19,2026-03-03,farms_free_count,979
10,2026-03-03,farms_free_count,1044
CHE,2026-03-03,farms_blocked_count,746
20,2026-03-03,farms_total_count,598
7,2026-03-03,farms_free_proportion,94
21,2026-03-03,farms_free_proportion,92
14,2026-03-03,farms_blocked_proportion,3
9,2026-03-03,farms_total_count,249
CHE,2026-03-03,farms_blocked_proportion,4
6,2026-03-03,farms_blocked_count,6
13,2026-03-03,farms_free_count,334
21,2026-03-03,farms_blocked_proportion,8
11,2026-03-03,farms_free_count,468
6,2026-03-03,farms_total_count,170
11,2026-03-03,farms_blocked_count,18
16,2026-03-03,farms_free_count,125
4,2026-03-03,farms_blocked_proportion,4
10,2026-03-03,farms_free_proportion,95
22,2026-03-03,farms_blocked_count,35
4,2026-03-03,farms_free_count,230
26,2026-03-03,farms_free_count,484
24,2026-03-03,farms_blocked_proportion,5
18,2026-03-03,farms_blocked_proportion,3
5,2026-03-03,farms_total_count,482
19,2026-03-03,farms_total_count,1013
20,2026-03-03,farms_blocked_count,27
1,2026-03-03,farms_total_count,850
6,2026-03-03,farms_blocked_proportion,4
25,2026-03-03,farms_blocked_count,4
17,2026-03-03,farms_free_proportion,92
LIE,2026-03-03,farms_blocked_count,0
3,2026-03-03,farms_total_count,2029
6,2026-03-03,farms_free_count,164
8,2026-03-03,farms_free_proportion,98
6,2026-03-03,farms_free_proportion,96
22,2026-03-03,farms_free_proportion,97
18,2026-03-03,farms_blocked_count,23
4,2026-03-03,farms_blocked_count,10
24,2026-03-03,farms_total_count,194
10,2026-03-03,farms_blocked_count,54
CHE,2026-03-03,farms_free_proportion,96
22,2026-03-03,farms_total_count,1030
12,2026-03-03,farms_total_count,19
19,2026-03-03,farms_free_proportion,97
22,2026-03-03,farms_free_count,995
9,2026-03-03,farms_blocked_proportion,1
3,2026-03-03,farms_blocked_proportion,2
7,2026-03-03,farms_blocked_count,7
17,2026-03-03,farms_blocked_proportion,8
26,2026-03-03,farms_blocked_proportion,4
23,2026-03-03,farms_blocked_proportion,1
16,2026-03-03,farms_total_count,140
25,2026-03-03,farms_free_proportion,97
19,2026-03-03,farms_blocked_count,34
21,2026-03-03,farms_total_count,434
7,2026-03-03,farms_total_count,121
9,2026-03-03,farms_free_count,247
23,2026-03-03,farms_total_count,1168
14,2026-03-03,farms_free_count,161
23,2026-03-03,farms_free_proportion,99
15,2026-03-03,farms_total_count,309
18,2026-03-03,farms_free_proportion,97
16,2026-03-03,farms_blocked_count,15
26,2026-03-03,farms_total_count,502
4,2026-03-03,farms_total_count,240
3,2026-03-03,farms_free_count,1988
19,2026-03-03,farms_blocked_proportion,3
22,2026-03-03,farms_blocked_proportion,3
17,2026-03-03,farms_blocked_count,99
7,2026-03-03,farms_blocked_proportion,6
20,2026-03-03,farms_free_proportion,95
8,2026-03-03,farms_free_count,85
15,2026-03-03,farms_free_count,291
CHE,2026-03-03,farms_free_count,17100
11,2026-03-03,farms_total_count,486
21,2026-03-03,farms_free_count,399
4,2026-03-03,farms_free_proportion,96
17,2026-03-03,farms_total_count,1181
25,2026-03-03,farms_free_count,120
14,2026-03-03,farms_free_proportion,97
1,2026-03-03,farms_blocked_proportion,4
5,2026-03-03,farms_blocked_count,47
7,2026-03-03,farms_free_count,114
3,2026-03-03,farms_blocked_count,41
16,2026-03-03,farms_blocked_proportion,11
11,2026-03-03,farms_blocked_proportion,4
13,2026-03-03,farms_blocked_count,13
18,2026-03-03,farms_total_count,785
3,2026-03-03,farms_free_proportion,98
8,2026-03-03,farms_blocked_proportion,2
21,2026-03-03,farms_blocked_count,35
12,2026-03-03,farms_free_proportion,100
LIE,2026-03-03,farms_free_proportion,100
26,2026-03-03,farms_free_proportion,96
2,2026-03-03,farms_total_count,4024
17,2026-03-03,farms_free_count,1082
24,2026-03-03,farms_free_proportion,95
14,2026-03-03,farms_total_count,166
1,2026-03-03,farms_blocked_count,32
8,2026-03-03,farms_blocked_count,2
15,2026-03-03,farms_blocked_proportion,6
1,2026-03-03,farms_free_count,818
LIE,2026-03-03,farms_total_count,60
13,2026-03-03,farms_total_count,347
12,2026-03-03,farms_blocked_count,0
19,2026-03-10,farms_blocked_count,34
17,2026-03-10,farms_free_count,1088
18,2026-03-10,farms_blocked_count,23
16,2026-03-10,farms_free_proportion,89
21,2026-03-10,farms_total_count,434
17,2026-03-10,farms_blocked_proportion,8
17,2026-03-10,farms_total_count,1181
14,2026-03-10,farms_free_count,161
1,2026-03-10,farms_free_count,819
7,2026-03-10,farms_blocked_proportion,5
4,2026-03-10,farms_free_proportion,96
10,2026-03-10,farms_blocked_proportion,5
5,2026-03-10,farms_blocked_proportion,10
25,2026-03-10,farms_total_count,124
7,2026-03-10,farms_blocked_count,6
3,2026-03-10,farms_blocked_proportion,2
2,2026-03-10,farms_blocked_count,173
14,2026-03-10,farms_total_count,166
3,2026-03-10,farms_free_proportion,98
10,2026-03-10,farms_blocked_count,56
5,2026-03-10,farms_free_proportion,90
LIE,2026-03-10,farms_blocked_proportion,0
23,2026-03-10,farms_blocked_proportion,1
18,2026-03-10,farms_free_count,763
7,2026-03-10,farms_total_count,121
4,2026-03-10,farms_blocked_proportion,4
15,2026-03-10,farms_free_proportion,94
19,2026-03-10,farms_free_count,981
6,2026-03-10,farms_blocked_proportion,4
13,2026-03-10,farms_total_count,347
26,2026-03-10,farms_free_proportion,97
CHE,2026-03-10,farms_free_proportion,96
24,2026-03-10,farms_blocked_proportion,5
8,2026-03-10,farms_blocked_count,2
2,2026-03-10,farms_total_count,4025
25,2026-03-10,farms_blocked_count,4
24,2026-03-10,farms_blocked_count,9
14,2026-03-10,farms_blocked_count,5
24,2026-03-10,farms_free_proportion,95
5,2026-03-10,farms_total_count,482
23,2026-03-10,farms_free_count,1159
6,2026-03-10,farms_total_count,170
